tract,percent_black_2016,percent_black_2015,percent_black_2014,percent_black_2013,percent_black_2012,percent_black_2011
302,0.0401498847643599,0.034150261,0.091391733,0.08477842,0.095263066,0.106088561
303,0.10378418089405671,0.103373569,0.1124959,0.12930740400000001,0.140636042,0.098060345
304,0.13230394334904316,0.132218845,0.1263511,0.107763615,0.073103987,0.09127864
305,0.05771082017471045,0.057142857000000005,0.06380603,0.067243473,0.09505587,0.080902066
306.01,0.26484954273020783,0.27217529,0.211136235,0.207636478,0.24262899300000002,0.252190581
306.03,0.3485312651914132,0.34304369700000004,0.40576171899999997,0.36599152100000004,0.347278453,0.29995721
306.04,0.2032344903346557,0.20137457,0.218507261,0.168531469,0.18490701,0.235832453
307.01,0.17863507463445027,0.177222545,0.20011534,0.18651799300000002,0.2353914,0.298856832
307.02,0.0875907747616817,0.088538092,0.067123288,0.030559167999999998,0.013513513999999999,0.006202619
307.03,0.1618774691729173,0.16630117,0.13338503300000001,0.16106870199999998,0.184333453,0.183283358
