tract,percent_pub_trans_2016,percent_pub_trans_2015,percent_pub_trans_2014,percent_pub_trans_2013,percent_pub_trans_2012,percent_pub_trans_2011
7709.02,6.643963321610045,6.270200387999999,7.395498392,5.5520504729999995,3.7012113060000003,4.057771664
8001.0,24.10418820605441,24.01960784,19.64809384,21.34715026,19.17098446,22.66226623
8002.0,20.320591391997237,20.15933495,19.20985864,22.34678625,20.14498283,22.52599153
8003.0,30.843406721296326,31.51862464,29.34089298,30.37272006,20.50209205,20.219039600000002
8004.0,29.629034085577963,29.132231400000002,27.146814399999997,28.35223482,31.6395664,35.42234332
8005.0,27.86568204412059,27.93759142,27.58796532,28.88229476,25.28735632,22.45214692
8006.0,28.942557415625433,28.51239669,29.85729967,28.62985685,30.95768374,32.76836158
8007.0,15.933277159149577,15.66324033,14.67444121,15.73934837,14.18303785,19.02813299
8008.0,13.394461427269677,12.81553398,14.94696239,9.89010989,11.56462585,3.887510339
8009.0,14.562355772599023,14.18303785,17.05426357,15.87301587,15.21126761,13.29319129
8010.0,14.917029570653437,14.60784314,17.74675972,16.95795938,15.51561022,9.838274933
8011.0,29.49660736081591,29.25963489,27.78350515,27.4974773,27.84234462,24.25
8012.0,23.933953174292803,23.51421189,29.98417722,26.599845799999997,27.78649922,23.17161477
8013.0,25.12863353714013,25.11542013,26.99300699,23.96135266,20.9771641,21.10042735
8014.0,11.278546019105377,10.89605735,12.33262861,12.66308519,11.52469578,13.57933579
8015.0,12.596273821639857,12.36514523,9.196290572,7.2513287779999995,5.009140768,5.168539326
8016.01,11.921650946743535,11.42425767,11.70483461,6.810982049,7.428872497,6.21761658
8016.03,8.927515488215281,8.447613823,7.46649649,7.954545455,7.6971214020000005,4.071560765
8016.05,13.573719259713805,13.35646141,14.01606426,13.72942593,11.15553778,10.3291714
8016.06,12.401361596549474,11.96549137,7.596330275,6.768885565,6.851424172000001,7.0735650770000005
8016.07,6.8543651109150066,6.317354142999999,7.971288251,8.809610484,8.684110732,9.39675174
8016.08,11.03496199688055,10.6727721,10.24425811,8.116048476,6.952449568,8.261802575
8017.01,11.728459750323829,11.25943122,9.656004828,9.748083242,9.87654321,8.152173913
8017.02,15.74210426027761,15.28037383,15.71050309,20.154335,20.49068605,21.16104869
8018.0,7.995815549045005,7.4866310160000005,10.76650421,10.02937474,9.746146872,10.84225221
8019.01,9.987169481614869,9.314775161,6.271604937999999,6.280991736,8.547008547,8.927568782
8019.02,11.618647951476518,11.24818578,7.894736842,7.750188111,6.860551827,6.434911242999999
8020.02,9.291207076713171,8.902791145,9.674502712,11.15591398,9.749670619,7.358262967000001
8020.03,11.205508223199175,10.59907834,8.908045977,9.426847662,11.02299762,5.9640522879999995
8020.04,6.323005865544316,5.859526581,4.7325894569999996,5.219985086,4.366306028,7.399347116
8021.0,18.2052221083002,17.58460518,20.49492386,18.09401159,20.83075015,21.72839506
8022.0,16.805891897463894,16.36167922,14.77272727,14.01515152,14.718384699999998,15.1547492
8023.0,17.867935091116795,17.45956232,17.39345887,14.43014706,14.91036292,14.26448737
8024.02,2.6571795552908233,2.019352125,3.043110735,3.1288094269999998,3.5587188610000005,2.730375427
8024.03,7.962194218618123,7.568807339,8.490566037999999,9.628610729,8.073654391,5.278174037
8024.04,2.070368190892801,1.41315519,1.606732976,1.4095744680000002,2.034174125,1.948051948
8025.03,2.966264795700701,2.4304332509999997,2.075406434,1.9992984919999999,1.4116137309999999,2.2058823530000002
8025.04,1.8673082814649276,1.219850291,1.885289432,2.4541531819999998,2.8653295130000003,2.853025937
8025.05,2.517269952049881,1.870047544,1.777108434,1.203093669,1.823129252,1.8793012180000002
8025.06,2.051250398809257,1.445285616,1.2755102040000001,0.705716302,0.7848266840000001,1.065162907
8026.05,4.487503096696718,3.892295388,4.368131868,5.270779033,5.5015197570000005,4.374815253
8026.07,8.721267319743447,8.360655738,13.58885017,7.465277778,5.754276827000001,4.1340782119999995
