tract,percent_high_school_2016,percent_high_school_2015,percent_high_school_2014,percent_high_school_2013,percent_high_school_2012,percent_high_school_2011
8054.02,88.30763793594264,87.94599807,90.02182314,87.31305196,81.41890892,78.35682085
8055.01,93.54612576466306,93.41277723,95.11331967,95.7367455,93.95818182,91.89282261
8055.02,94.5999249480999,94.56483126,95.89201278,94.97602079,95.00052336,94.98577878
8056.0,96.59692417563281,96.83660934,96.20757895,95.66902928,94.76584625,94.09807692
8057.01,95.55542825966964,95.78423671,93.96027678,94.23388235,95.18814501,94.51152524
8057.02,97.41082620689916,97.73817683,97.07162629999999,96.30235849,92.96770007,94.78723703
8058.01,93.89107336127155,93.98148148,93.15277361,92.48502203,91.87262465,93.90564031
8058.02,96.78796311560525,97.00782998,96.98527152,95.24255374,94.95563693,94.6577167
8059.01,93.63939585441074,93.65217391,93.47587925,91.9961065,93.56292373,91.13719677
8059.02,91.4489651343962,91.60136628,88.17804684,85.73090946,86.89876252,87.47098396
8060.01,94.90603209468343,95.31880549,92.21829897,87.54388798,86.06850083,83.31665908
8060.02,84.03054294452284,83.31074212,85.99442971,84.82829577,80.81697270000001,82.78886199
8060.03,80.91084648561005,80.01007049,80.67708769,81.53249258,85.94263603,90.83069244
8060.04,81.10921727801563,80.61093248,77.16129496,77.991301,76.54713366,81.46054037
8061.02,92.945697579113,93.1598063,90.43901869,89.00121572,86.72384637,88.4
8061.03,87.3533765915652,87.09677419,84.712,87.04807179,87.54361233,89.04107662
8061.04,83.48619823171164,82.70978087,85.00225151,86.66991125,82.63341190000001,83.67132928
8062.01,94.08149612669466,93.88623073,98.33914791,92.97745856,91.03364929,88.59063232
8062.02,94.77153843094423,94.72600978,96.12567325,95.36625813,96.34375,93.69376932
8063.0,87.6714280530337,87.33565871,86.19320234,88.1119171,89.48878505,88.68986215
8064.0,86.12167546675622,85.47368421,87.05747989,88.01463415,91.61637832,93.57432513
8065.01,80.62054204573353,80.27314112,77.21634473,70.15030071,64.04984391,70.80702875
8065.02,81.54323239765274,80.84443185,79.87854881,80.32994129,82.30844904,78.13196695
8066.0,87.20391597154652,86.8430861,85.95872721,84.99642857,88.86170921,88.04817006
8067.0,95.97832390603483,96.02005641,96.91608392,97.77175427,98.22658816,98.22710222
8068.01,89.30805236759798,89.17525773,87.21774573,86.92301378,88.32013306,88.1412844
8068.02,92.32665882339225,92.42096146,90.27297412,89.24133674,89.36711636,88.79986547
