WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_TYPE
45,30,Eden United Church Of Christ,5051,W,Gunnison,,,,St
45,31,Eden United Church Of Christ,5051,W,Gunnison,,,,St
45,32,Beaubien School,5025,N,Laramie,,,,Ave
45,33,Beaubien School,5025,N,Laramie,,,,Ave
45,34,Chicago Police Station,5151,N,Milwaukee,,,,Ave
45,35,Saint Cornelius Church,5430,W,Foster,,,,Ave
45,36,Saint Cornelius Church,5430,W,Foster,,,,Ave
45,37,Farnsworth School,5414,N,Linder,,,,Ave
45,38,Farnsworth School,5414,N,Linder,,,,Ave
45,39,Farnsworth School,5414,N,Linder,,,,Ave
45,40,Senior Suites,5400,N,Northwest,,,,Hwy
45,41,Elston Av United Methodist Church,5850,N,Elston,,,,Ave
45,42,Hitch School,5625,N,McVicker,,,,Ave
45,43,Hitch School,5625,N,McVicker,,,,Ave
45,44,Rosedale Park,6312,W,Rosedale,,,,Ave
45,45,North Shore Spanish Church,5158,N,Nagle,,,,Ave
45,46,North Shore Spanish Church,5158,N,Nagle,,,,Ave
45,47,Beard School,6445,W,Strong,,,,St
45,48,Beard School,6445,W,Strong,,,,St
46,1,Truman College,1145,W,Wilson,,,,Ave
46,2,Truman College,1145,W,Wilson,,,,Ave
46,3,Grace St Towers,635,W,Grace,,,,St
46,4,Preston Bradley Center,941,W,Lawrence,,,,Ave
46,5,Gill Park,825,W,Sheridan,,,,Rd
46,6,United Winthrop Towers,4848,N,Winthrop,,,,Ave
46,7,Imperial Towers Condo,4250,N,Marine,,,,Dr
46,8,Eastwood Tower,4640,N,Sheridan,,,,Rd
46,9,Uptown Branch Library,929,W,Buena,,,,Ave
46,10,Lakeview East Cooperative,707,W,Waveland,,,,Ave
46,11,Sherway Tower Apts,4225,N,Sheridan,,,,Rd
46,12,Courtenay Language Arts Ctr,4420,N,Beacon,,,,St
46,13,Brenemann School,4251,N,Clarendon,,,,Ave
46,14,Lakeview Tower Apartments,4550,N,Clarendon,,,,Ave
46,15,Uptown Branch Library,929,W,Buena,,,,Ave
46,16,Bezazian Library,1226,W,Ainslie,,,,St
46,17,3950 N Lake Shore Dr,3950,N,Lake,Shore,,,Dr
46,18,Park Place Tower Condo,655,W,Irving,,,,Pkwy
46,19,3600 Lake Shore Condo Assoc,3600,N,Lake,Shore,,,Dr
46,20,Truman College,1145,W,Wilson,,,,Ave
46,21,Preston Bradley Center,941,W,Lawrence,,,,Ave
46,22,Ella Flagg Young Apartments,4645,N,Sheridan,,,,Rd
46,23,Uplift Community High School,900,W,Wilson,,,,Ave
46,24,Lake Park Plaza Condo,3930,N,Pine,Grove,,,Ave
46,25,Truman College,1145,W,Wilson,,,,Ave
46,26,Clarendon Park,4501,N,Clarendon,,,,Ave
46,27,Ruth Shriman House,4040,N,Sheridan,,,,Rd
46,28,3900 Lake Shore Condo,3900,N,Lake,Shore,,,Dr
46,29,The Carlton At The Lake Inc,725,W,Montrose,,,,Ave
46,30,Lakeview East Cooperative,707,W,Waveland,,,,Ave
46,31,Temple Sholom,3480,N,Lake,Shore,,,Dr
46,32,Ella Flagg Young Apartments,4645,N,Sheridan,,,,Rd
46,33,Temple Sholom,3480,N,Lake,Shore,,,Dr
46,34,Ruth Shriman House,4040,N,Sheridan,,,,Rd
46,35,820 Belle Plaine Apts,820,W,Belle,Plaine,,,Ave
46,36,3550 Lake Shore Condo,3550,N,Lake,Shore,,,Dr
46,37,McCutcheon School,4865,N,Sheridan,,,,Rd
46,38,American Islamic College,613,W,Bittersweet,,,,Pl
46,39,New York Private Residences,3660,N,Lake,Shore,,,Dr
46,40,Alden Lakeland,820,W,Lawrence,,,,Ave
47,1,Audubon School,3500,N,Hoyne,,,,Ave
47,2,Addison Street Community Church,2132,W,Addison,,,,St
47,3,The Martha Washington Apts,2324,W,Irving,,,,Pkwy
47,4,Addison Street Community Church,2132,W,Addison,,,,St
47,5,Philadelphia Romanian Ch Of God,1713,W,Sunnyside,,,,Ave
47,6,Hamilton School,1650,W,Cornelia,,,,Ave
47,7,Bell School,3730,N,Oakley,,,,Ave
47,8,Coonley School,4046,N,Leavitt,,,,St
47,9,Lincoln Belmont Library,1659,W,Melrose,,,,St
47,10,Ravenswood United Ch Of Christ,2050,W,Pensacola,,,,Ave
47,11,Lincoln Belmont Library,1659,W,Melrose,,,,St
47,12,Silvies,1900,W,Irving,,,,Pkwy
47,13,Waters School,4540,N,Campbell,,,,Ave
47,14,Welles Park,2333,W,Sunnyside,,,,Ave
47,15,St Augustine College,1333,W,Argyle,,,,St
47,16,Queen Of Angels Church,4412,N,Western,,,,Ave
47,17,Revere Park,2509,W,Irving,,,,Pkwy
47,18,Lake View High School,4015,N,Ashland,,,,Ave
47,19,St Augustine College,1333,W,Argyle,,,,St
47,20,Berry Memorial Untd Methodist Ch,4754,N,Leavitt,,,,St
47,21,Queen Of Angels Church,4412,N,Western,,,,Ave
47,22,Conrad Sulzer Library,4455,N,Lincoln,,,,Ave
47,23,Winwood Apartments,1406,W,Winona,,,,St
47,24,Lake View High School,4015,N,Ashland,,,,Ave
47,25,Resurrection Covenant Church,3901,N,Marshfield,,,,Ave
47,26,Chicago Dept On Aging,2019,W,Lawrence,,,,Ave
47,27,Chicago Fire Station,3801,N,Damen,,,,Ave
47,28,Ravenswood United Ch Of Christ,2050,W,Pensacola,,,,Ave
47,29,Chicago Fire Station,3801,N,Damen,,,,Ave
47,30,Bethany Methodist Home,4950,N,Ashland,,,,Ave
47,31,Chase Park,4701,N,Ashland,,,,Ave
47,32,Bethany Methodist Home,4950,N,Ashland,,,,Ave
47,33,Resurrection Covenant Church,3901,N,Marshfield,,,,Ave
47,34,American Indian Center,1630,W,Wilson,,,,Ave
47,35,St Benedict Parish,3919,N,Bell,,,,Ave
47,36,McPherson School,4728,N,Wolcott,,,,Ave
47,37,Pilgrim Lutheran Church,4300,N,Winchester,,,,Ave
47,38,Chicago Dept On Aging,2019,W,Lawrence,,,,Ave
47,39,Ravenswood Elem School,4332,N,Paulina,,,,St
47,40,Luther Memorial Church,2500,W,Wilson,,,,Ave
47,41,German School Of Chicago,1447,W,Montrose,,,,Ave
47,42,Welles Park,2333,W,Sunnyside,,,,Ave
47,43,Resurrection Covenant Church,3901,N,Marshfield,,,,Ave
47,44,Clark & Irving Park Sr Housing,3940,N,Clark,,,,St
47,45,Conrad Sulzer Library,4455,N,Lincoln,,,,Ave
47,46,Bell School,3730,N,Oakley,,,,Ave
47,47,Audubon School,3500,N,Hoyne,,,,Ave
47,48,Silent Cooperative,2500,W,Belmont,,,,Ave
48,1,Senn Metro Academy,5900,N,Glenwood,,,,Ave
48,2,The North Shore Baptist Church,5244,N,Lakewood,,,,Ave
48,3,Edgewater Presbyterian Church,1020,W,Bryn,Mawr,,,Ave
48,4,Marine Drive Condo,5040,N,Marine,,,,Dr
48,5,Edgewater Beach Apartments,5555,N,Sheridan,,,,Rd
48,6,Pines Of Edgewater,5439,N,Kenmore,,,,Ave
48,7,Peirce School,1423,W,Bryn,Mawr,,,Ave
48,8,Emanuel Congregation,5959,N,Sheridan,,,,Rd
48,9,Park Towers Condo,5419,N,Sheridan,,,,Rd
48,10,Swedish American Museum,5211,N,Clark,,,,St
48,11,The North Shore Baptist Church,5244,N,Lakewood,,,,Ave
48,12,Pines Of Edgewater Apartments,5220,N,Kenmore,,,,Ave
48,13,Granville Beach Condo,6171,N,Sheridan,,,,Rd
48,14,5445 Edgewater Plz Condo,5445,N,Sheridan,,,,Rd
48,15,Berger Park,6205,N,Sheridan,,,,Rd
48,16,Fisher Apartments,5821,N,Broadway,,,,St
48,17,Castleman Apartments,4945,N,Sheridan,,,,Rd
48,18,Hollywood House,5700,N,Sheridan,,,,Rd
48,19,St Ita Hall Jubilee,5500,N,Broadway,,,,St
48,20,Stephen K Hayt Elementary Sch,1530,W,Granville,,,,Ave
48,21,The Kenmore Apartments,5040,N,Kenmore,,,,Ave
48,22,Malibu East Condo,6033,N,Sheridan,,,,Rd
48,23,The Admiral At The Lake,929,W,Foster,,,,Ave
48,24,Margate Park,4921,N,Marine,,,,Dr
48,25,Granville Methodist Church,1307,W,Granville,,,,Ave
48,26,Hollywood House,5700,N,Sheridan,,,,Rd
48,27,Sovereign Apartments,1040,W,Granville,,,,Ave
48,28,Kenmore Plaza/Habitat Co,5225,N,Kenmore,,,,Ave
48,29,Breakers At Edgewater Beach,5333,N,Sheridan,,,,Rd
48,30,Edgewater Branch Library,6000,N,Broadway,,,,St
48,31,Swift School,5900,N,Winthrop,,,,Ave
48,32,Metropolis Coffee Co,1039,W,Granville,,,,Ave
48,33,Malibu Condo,6007,N,Sheridan,,,,Rd
48,34,Granville Methodist Church,1307,W,Granville,,,,Ave
48,35,White Chapel Apts LLC,4910,N,Sheridan,,,,Rd
48,36,5455 Edgewater Plaza,5455,N,Sheridan,,,,Rd
48,37,Peirce School,1423,W,Bryn,Mawr,,,Ave
48,38,Immanuel Evangelical Luth Church,1500,W,Elmdale,,,,Ave
48,39,Hollywood Towers,5701,N,Sheridan,,,,Rd
48,40,Edgewater Branch Library,6000,N,Broadway,,,,St
48,41,Church Of Atonement Episcopal,5749,N,Kenmore,,,,Ave
48,42,Senn Metro Academy,5900,N,Glenwood,,,,Ave
48,43,Edgewater Presbyterian Church,1020,W,Bryn,Mawr,,,Ave
48,44,Peirce School,1423,W,Bryn,Mawr,,,Ave
48,45,Granville Methodist Church,1307,W,Granville,,,,Ave
48,46,Shoreline Towers Condo,6301,N,Sheridan,,,,Rd
49,1,Gale School,7650,N,Marshfield,,,,Ave
49,2,St Ignatius Church,6559,N,Glenwood,,,,Ave
49,3,Ethiopian Cmty Assoc Of Chicago,1730,W,Greenleaf,,,,Ave
49,4,Sullivan High School,6631,N,Bosworth,,,,Ave
49,5,James Sneider Apartments,7450,N,Rogers,,,,Ave
49,6,Gale School,1619,W,Jonquil,,,,Terr
49,7,Centennial Forum,1125,W,Loyola,,,,Ave
49,8,St Margaret Mary Center,7341,N,Claremont,,,,Ave
49,9,Centennial Forum,1125,W,Loyola,,,,Ave
49,10,Rogers Pk Library,6907,N,Clark,,,,St
49,11,Chicago Math And Science Academy,7212,N,Clark,,,,St
49,12,St Ignatius Church,6559,N,Glenwood,,,,Ave
49,13,Paschen Park,1932,W,Lunt,,,,Ave
49,14,Lake Shore Healthcare & Rehab,7200,N,Sheridan,,,,Rd
49,15,Pottawatomie Park,7340,N,Rogers,,,,Ave
49,16,Alden Village North,7464,N,Sheridan,,,,Rd
49,17,Caroline Hedger Apartments (Cha),6400,N,Sheridan,,,,Rd
49,18,Kilmer School,6700,N,Greenview,,,,Ave
49,19,Jordan Community School,7414,N,Wolcott,,,,Ave
49,20,Field School,7019,N,Ashland,,,,Ave
49,21,Kizin Creole Restaurant,2311,W,Howard,,,,St
49,22,St Pauls By The Lake,7100,N,Ashland,,,,Ave
49,23,United Church Of Rogers Park,1545,W,Morse,,,,Ave
49,24,UNO Rogers Park,7416,N,Ridge,,,,Bv
49,25,The Seville Apartments,1263,W,Pratt,,,,Bv
49,26,Morningside Court Apartments,1250,W,Morse,,,,Ave
49,27,Loyola Park,1230,W,Greenleaf,,,,Ave
49,28,Living Water Community Church,6808,N,Ashland,,,,Ave
49,29,Loyola Park,1230,W,Greenleaf,,,,Ave
49,30,Chalet Living And Rehab,7350,N,Sheridan,,,,Rd
49,31,Gale School,1619,W,Jonquil,,,,Terr
49,32,Willy White Community Center,1610,W,Howard,,,,St
49,33,Pottawatomie Park,7340,N,Rogers,,,,Ave
50,1,Sha Arei Tzedek Mishkan Yair,2832,W,Touhy,,,,Ave
50,2,Lubavitch Chabad Of Illinois,2829,W,Howard,,,,St
50,3,Lubavitch Chabad Of Illinois,2829,W,Howard,,,,St
50,4,Philip Rogers School,7345,N,Washtenaw,,,,Ave
50,5,Bernard Horwich Jewish Center,3003,W,Touhy,,,,Ave
50,6,Glencrest Nursing Ctr,2451,W,Touhy,,,,Ave
50,7,George Armstrong School,2110,W,Greenleaf,,,,Ave
50,8,St Margaret Mary Center,7341,N,Claremont,,,,Ave
50,9,Philip Rogers School,7345,N,Washtenaw,,,,Ave
50,10,Croatian Cultural Center,2845,W,Devon,,,,Ave
50,11,Yeshiva Ohr Boruch,2828,W,Pratt,,,,Ave
50,12,Winston Tower #3 Condo,7061,N,Kedzie,,,,Ave
50,13,Warren Park,6601,N,Western,,,,Ave
50,14,Winston Tower #2 Condo,6833,N,Kedzie,,,,Ave
50,15,West Ridge Untd Methodist Church,2301,W,Lunt,,,,Ave
50,16,Winston Tower #5 Condo,7141,N,Kedzie,,,,Ave
50,17,Clinton School,6131,N,California,,,,Ave
50,18,Pk Plaza Retirement Ctr,6840,N,Sacramento,,,,Ave
50,19,Northtown Branch Library,6435,N,California,,,,Ave
50,20,Boone School,6710,N,Washtenaw,,,,Ave
50,21,Boone School,6710,N,Washtenaw,,,,Ave
50,22,Croatian Cultural Center,2845,W,Devon,,,,Ave
50,23,International Social Club,3109,W,Devon,,,,Ave
50,24,Cong Kehilath Jacob Beth Samuel,3701,W,Devon,,,,Ave
50,25,Pirchei Center,3540,W,Peterson,,,,Ave
50,26,West Ridge Senior Apts,6142,N,California,,,,Ave
50,27,Winston Tower #1,6933,N,Kedzie,,,,Ave
50,28,Daniel Hudson Burnham Apts,1930,W,Loyola,,,,Ave
50,29,Clinton School,6131,N,California,,,,Ave
50,30,Warren Park,6601,N,Western,,,,Ave
50,31,Warren Park,6601,N,Western,,,,Ave
50,32,Stone Scholastic Academy,6239,N,Leavitt,,,,St
50,33,Congregation Ezras Israel,7001,N,California,,,,Ave
50,34,Congregation Ezras Israel,7001,N,California,,,,Ave
50,35,George Armstrong School,2110,W,Greenleaf,,,,Ave
50,36,Boone School,6710,N,Washtenaw,,,,Ave
50,37,West Ridge Untd Methodist Church,2301,W,Lunt,,,,Ave
50,38,Winston Tower #4 Condo,7033,N,Kedzie,,,,Ave
50,39,International Social Club,3109,W,Devon,,,,Ave
50,40,Congregation Beth Itzchok,6716,N,Whipple,,,,St
